name,height,weight,position,school,city,state,score,nat_rank,pos_rank,state_rank,website,school_offer
Josh Petty,6-5 ,265,OT,Fellowship Christian School,Roswell,GA,0.9638,72,10,9,247,North Carolina
Alex Payne,6-5 ,265,OT,Gainesville,Gainesville,GA,0.9284,181,20,25,247,North Carolina
Nick Brooks,6-7 ,345,OT,Grayson,Loganville,GA,0.9161,237,25,33,247,North Carolina
Matty Augustine,6-7 ,290,OT,Brunswick School,Greenwich,CT,0.8921,447,34,4,247,North Carolina
Antoni Kade Ogumoro,6-4 ,320,OT,Elgin,Elgin,OK,0.8836,568,41,9,247,North Carolina
Kai Jacobowitz,6-8 ,300,OT,Carlsbad,Carlsbad,CA,0.85,1670,124,130,247,North Carolina
Jaylen Gilchrist,6-4.5 ,295,IOL,Salem,Virginia Beach,VA,0.9466,110,7,3,247,North Carolina
Hardy Watts,6-6 ,290,IOL,Dexter Southfield,Brookline,MA,0.8983,364,22,1,247,North Carolina
Chauncey Gooden,6-4 ,320,IOL,Lipscomb Academy,Nashville,TN,0.8921,448,30,14,247,North Carolina
Justin Hasenhuetl,6-5 ,260,IOL,Rabun Gap-Nacoochee,Rabun Gap,GA,0.8919,450,31,60,247,North Carolina
Jacobe Ward,6-4 ,335,IOL,Benedictine Military School,Savannah,GA,0.8744,784,56,97,247,North Carolina
Byron Nelson,6-2.5 ,295,IOL,Katy,Katy,TX,0.8714,886,63,130,247,North Carolina
Trey Blue,6-5 ,310,IOL,Cary,Cary,NC,0.8681,1003,72,24,247,North Carolina
Peter Langi,6-5 ,330,IOL,Archbishop Riordan,San Francisco,CA,0.8622,1233,90,92,247,North Carolina
David Sanders Jr.,6-6 ,290,Edge,Providence Day School,Charlotte,NC,0.98,11,3,1,247,North Carolina
Bryce Davis,6-3 ,260,Edge,Grimsley,Greensboro,NC,0.96,63,5,3,247,North Carolina
Herbert Scroggins,6-2 ,235,Edge,Benedictine Military School,Savannah,GA,0.92,195,23,28,247,North Carolina
Anthony Kruah,6-2 ,210,Edge,Marietta,Marietta,GA,0.91,NA,26,40,247,North Carolina
Chinedu Onyeagoro,6-2 ,220,Edge,King/Drew Magnet,Los Angeles,CA,0.9,NA,35,32,247,North Carolina
Austin Alexander,6-3 ,243,Edge,Cooper,Union,KY,0.88,NA,66,6,247,North Carolina
Taeshawn Alston,6-3 ,234,Edge,Vance County,Henderson,NC,0.87,NA,67,19,247,North Carolina
Michael Hastie,6-3 ,230,Edge,Douglas County,Douglasville,GA,0.87,NA,116,118,247,North Carolina
Kamden Laudenslager,6-3 ,215,Edge,McDonogh School,Owings Mills,MD,0.85,NA,125,49,247,North Carolina
Brandon Thomas,6-3.5 ,200,Edge,Miami Carol City,Opa Locka,FL,0.85,NA,127,196,247,North Carolina
Emmanuel Nwaiwu,6-4 ,250,Edge,Vanier College,Montreal,QC,0.85,NA,153,2,247,North Carolina
Isaiah Gibson,6-3.5 ,270,DL,Warner Robins,Warner Robins,GA,0.98,14,1,3,247,North Carolina
Isaiah Campbell,6-4 ,280,DL,Southern,Durham,NC,0.97,34,6,2,247,North Carolina
Kevin Wynn,6-2 ,340,DL,Greene County,Greensboro,GA,0.96,60,9,11,247,North Carolina
Ethan Utley,6-3.5 ,265,DL,Ensworth,Nashville,TN,0.92,207,22,5,247,North Carolina
Ari Watford,6-5 ,220,DL,Maury,Norfolk,VA,0.9,NA,30,8,247,North Carolina
London Merritt,6-2.5 ,250,DL,IMG Academy,Bradenton,FL,0.9,NA,33,35,247,North Carolina
Braxton Kyle,6-4 ,320,DL,North Gwinnett,Suwanee,GA,0.89,NA,51,62,247,North Carolina
Trajen Odom,6-4 ,285,DL,Weddington,Matthews,NC,0.89,NA,57,13,247,North Carolina
Devin Ancrum,6-2.5 ,295,DL,Mill Creek,Hoschton,GA,0.88,NA,83,89,247,North Carolina
Christian Evans,6-2.5 ,280,DL,Stone Bridge,Ashburn,VA,0.88,NA,88,28,247,North Carolina
Walter Mathis,6-3 ,285,DL,Calvary Day School,Savannah,GA,0.87,NA,98,106,247,North Carolina
Gus Cordova,6-3 ,246,DL,Lake Travis,Austin,TX,0.86,NA,145,228,247,North Carolina
Terry Nwabuisi-Ezeala,6-2 ,305,DL,Rabun Gap-Nacoochee,Rabun Gap,GA,0.85,NA,175,174,247,North Carolina
Antonio Carter Jr.,6-2 ,265,DL,Lipscomb Academy,Nashville,TN,0.85,NA,180,39,247,North Carolina
Nicco Maggio,6-1 ,270,DL,Buford,Buford,GA,0.85,NA,181,184,247,North Carolina
Kamarion Thomas,6-3 ,280,DL,Erasmus Hall,Brooklyn,NY,0.85,NA,196,17,247,North Carolina
Yasir Smith,6-5 ,265,DL,Summerville,Summerville,SC,0.85,NA,206,32,247,North Carolina
Trey Giddens,6-3 ,275,DL,Green Run,Virginia Beach,VA,0.85,NA,207,52,247,North Carolina
Laderion Williams,6-4 ,311,DL,Douglas County,Douglasville,GA,NA,NA,NA,NA,247,North Carolina
Gavin Nix,6-0 ,225,LB,IMG Academy,Bradenton,FL,0.91,226,20,25,247,North Carolina
Zach Weeks,6-2 ,215,LB,Oconee County,Watkinsville,GA,0.91,NA,28,41,247,North Carolina
Kellen Wiley,6-4 ,225,LB,Armwood,Seffner,FL,0.91,NA,30,30,247,North Carolina
Nathaniel Owusu-Boateng,6-0.5 ,205,LB,IMG Academy,Bradenton,FL,0.9,NA,32,33,247,North Carolina
Jaedon Harmon,6-1 ,217,LB,Rome,Rome,GA,0.9,NA,34,46,247,North Carolina
Chase Taylor,6-3 ,201,LB,Stockbridge,Stockbridge,GA,0.89,NA,66,64,247,North Carolina
Weston Port,6-2 ,225,LB,San Juan Hills,San Juan Capistrano,CA,0.88,NA,69,49,247,North Carolina
Brett Clatterbaugh,6-2 ,220,LB,Eastern View,Culpeper,VA,0.88,NA,71,18,247,North Carolina
Tyler Houser,6-2 ,220,LB,Pope John XXIII,Sparta,NJ,0.88,NA,78,20,247,North Carolina
Sam Haley,6-3 ,220,LB,Ensworth,Nashville,TN,0.87,NA,108,27,247,North Carolina
Zacari Thomas,6-2 ,215,LB,Jones County,Gray,GA,0.87,NA,114,115,247,North Carolina
Antoine Deslauriers,6-1 ,225,LB,Rabun Gap-Nacoochee,Rabun Gap,GA,0.86,NA,135,146,247,North Carolina
Jake Bauer,6-1 ,225,LB,Malvern Prep,Malvern,PA,0.86,NA,148,29,247,North Carolina
Kris Thompson,6-0 ,215,LB,Lipscomb Academy,Nashville,TN,0.86,NA,150,32,247,North Carolina
Lantz Pascal,6-1 ,225,LB,St. Thomas Aquinas,Fort Lauderdale,FL,0.84,NA,182,242,247,North Carolina
Parker Meese,6-1 ,215,LB,Fayetteville,Fayetteville,AR,0.76,NA,319,20,247,North Carolina
Dalen Penson,5-10 ,165,CB,Sandy Creek,Tyrone,GA,0.96,68,1,12,247,North Carolina
Shamari Earls,6-2 ,180,CB,Thomas Dale,Chester,VA,0.95,77,9,1,247,North Carolina
Donovan Starr,6-0 ,176,CB,Ravenwood,Brentwood,TN,0.94,136,18,1,247,North Carolina
Antavious Richardson,6-0 ,175,CB,Greenville,Greenville,GA,0.92,217,14,30,247,North Carolina
J'Vari Flowers,5-10.5 ,165,CB,Northwestern,Miami,FL,0.9,NA,41,42,247,North Carolina
Tariq Hayer,6-1 ,190,CB,St. John's,Washington,DC,0.89,NA,37,3,247,North Carolina
Mark Manfred,6-1 ,175,CB,Sprayberry,Marietta,GA,0.89,NA,48,59,247,North Carolina
Onis Konanbanny,6-1 ,180,CB,Heathwood Hall Episcopal School,Columbia,SC,0.89,NA,53,11,247,North Carolina
Dylan Lewis,5-11.5 ,185,CB,Milton,Alpharetta,GA,0.88,NA,67,87,247,North Carolina
Kainoa Winston,5-10 ,185,S,Gonzaga College,Washington,DC,0.94,130,10,1,247,North Carolina
Lagonza Hayward,6-1 ,200,S,Toombs County,Lyons,GA,0.93,170,15,24,247,North Carolina
Jordan Young,6-0 ,180,S,Monroe,Monroe,NC,0.9,NA,16,10,247,North Carolina
Zelus Hicks,6-2 ,190,S,Carrollton,Carrollton,GA,0.9,NA,30,50,247,North Carolina
CJ Jimcoily,6-3 ,205,S,Lipscomb Academy,Nashville,TN,0.9,NA,37,11,247,North Carolina
Javion Butts,6-0 ,180,S,Jones County,Gray,GA,0.88,NA,60,84,247,North Carolina
Julien Horton,6-0 ,175,S,Bel Air,Bel Air,MD,0.88,NA,62,24,247,North Carolina
Justin Rowe,6-2 ,215,S,Asheville School,Asheville,NC,0.87,NA,99,21,247,North Carolina
Axavier Bridges-Brooks,6-0 ,185,S,Rock Creek Christian Academy,Upper Marlboro,MD,0.87,NA,89,37,247,North Carolina
Shanard Clower,5-8.5 ,155,S,Lakeland,Lakeland,FL,0.85,NA,264,214,247,North Carolina
Darrell Johnson,6-1 ,200,ATH,Dodge County,Eastman,GA,0.93,156,13,21,247,North Carolina
Je'rel Bolder,6-0 ,192,ATH,Forest Hills,Marshville,NC,0.91,241,29,7,247,North Carolina
Kendarius Reddick,5-11 ,170,ATH,Thomas County Central,Thomasville,GA,0.89,NA,36,57,247,North Carolina
Jamarion Morrow,5-9 ,180,ATH,Melrose,Memphis,TN,0.89,NA,32,15,247,North Carolina
Corey Costner,6-1 ,185,ATH,Perry Hall,Nottingham,MD,0.88,NA,66,25,247,North Carolina
Harry Dalton III,5-10 ,205,ATH,Dinwiddie County,Dinwiddie,VA,0.88,NA,52,27,247,North Carolina
Pedro Reyes,6-0 ,185,ATH,Absegami,Galloway,NJ,0.87,NA,74,31,247,North Carolina
Gus Ritchey,6-3.5 ,241,ATH,Cary,Cary,NC,0.86,NA,65,30,247,North Carolina
Liam Thorpe,6-0 ,175,ATH,Hun School,Princeton,NJ,0.86,NA,107,39,247,North Carolina
Isaiah Robinson,6-2 ,180,ATH,Trinity Episcopal School,Richmond,VA,0.86,NA,194,37,247,North Carolina
Madrid Tucker,5-9.5 ,155,ATH,Fort Myers,Fort Myers,FL,0.85,NA,155,213,247,North Carolina
Malakhi Lewis,5-10 ,185,ATH,Terry Parker,Jacksonville,FL,NA,NA,NA,NA,247,North Carolina
Gary Merrill,6-1 ,180,ATH,St. Anthony's,Long Island City,NY,NA,NA,NA,NA,247,North Carolina
Guytano Bartolomeo,5-10 ,170,K,Bergen Catholic,Oradell,NJ,0.79,NA,22,55,247,North Carolina
Luke Nickel,6-2 ,205,QB,Milton,Alpharetta,GA,0.9171,229,19,30,247,Stanford
Bear Bachmeier,6-1.5 ,225,QB,Murrieta Valley,Murrieta,CA,0.8933,422,28,33,247,Stanford
Akylin Dear,6-1 ,200,RB,Quitman,Quitman,MS,0.9729,53,2,3,247,Stanford
Jordon Davison,6-0 ,216,RB,Mater Dei,Santa Ana,CA,0.9299,171,12,14,247,Stanford
Santae McWilliams Jr.,5-7 ,174,RB,Saraland,Saraland,AL,0.8503,1666,125,56,247,Stanford
Jayshon Limar,6-1 ,205,RB,Lake Stevens,Lake Stevens,WA,0.8444,1846,128,19,247,Stanford
Stephen Stiles,6-3 ,230,RB,Murrieta Mesa,Murrieta,CA,NA,NA,NA,NA,247,Stanford
Quincy Porter,6-3 ,200,WR,Bergen Catholic,Oradell,NJ,0.9873,23,5,1,247,Stanford
Daylan McCutcheon,5-11 ,175,WR,Lovejoy,Lucas,TX,0.9488,103,13,19,247,Stanford
Donovan Murph,6-1.5 ,188,WR,Irmo,Columbia,SC,0.9316,164,22,3,247,Stanford
Naeshaun Montgomery,6-1 ,165,WR,Miami Central,Miami,FL,0.9304,169,23,25,247,Stanford
JonAnthony Hall,6-1 ,170,WR,Fishers,Fishers,IN,0.9254,195,27,3,247,Stanford
Jordon Gidron,6-2 ,185,WR,Ridge View,Columbia,SC,0.9184,224,30,7,247,Stanford
Isaiah Mozee,6-1 ,185,WR,Lee's Summit North,Lees Summit,MO,0.9026,318,42,3,247,Stanford
Raiden Vines-Bright,6-0 ,190,WR,IMG Academy,Bradenton,FL,0.8894,483,71,64,247,Stanford
Taz Williams Jr,6-0 ,190,WR,Red Oak,Red Oak,TX,0.8883,502,73,73,247,Stanford
James Flanigan,6-4.5 ,235,TE,Notre Dame Academy,Green Bay,WI,0.9434,126,6,1,247,Stanford
Brock Schott,6-3 ,215,TE,Leo HS,Leo,IN,0.9113,264,13,5,247,Stanford
AJ Ia,6-5 ,240,TE,Orange Lutheran,Orange,CA,0.9008,332,19,28,247,Stanford
Logan Brooking,6-5 ,220,TE,Savannah Christian Prep,Savannah,GA,0.8869,519,26,70,247,Stanford
Ryan Ghea,6-5 ,231,TE,Milton,Alpharetta,GA,0.8828,583,30,78,247,Stanford
Reiman Zebert,6-6 ,210,TE,Platteview,Springfield,NE,0.8714,886,43,8,247,Stanford
Zach Giuliano,6-6 ,230,TE,Corona Del Mar,Newport Beach,CA,0.8639,1152,61,83,247,Stanford
Michael Fasusi,6-5 ,295,OT,Lewisville,Lewisville,TX,0.9977,5,1,3,247,Stanford
Andrew Babalola,6-6 ,290,OT,Blue Valley Northwest,Overland Park,KS,0.9914,16,3,1,247,Stanford
Will Black,6-7 ,295,OT,Choate Rosemary Hall,Wallingford,CT,0.9867,26,4,1,247,Stanford
Jackson Lloyd,6-7 ,290,OT,Carmel,Carmel,CA,0.9784,45,7,3,247,Stanford
Josh Petty,6-5 ,265,OT,Fellowship Christian School,Roswell,GA,0.9638,72,10,9,247,Stanford
Douglas Utu,6-4 ,317,OT,Bishop Gorman,Las Vegas,NV,0.9548,87,4,1,247,Stanford
Ziyare Addison,6-5 ,290,OT,Carrollwood Day,Tampa,FL,0.947,109,13,15,247,Stanford
Owen Strebig,6-8 ,295,OT,Catholic Memorial,Waukesha,WI,0.9207,215,23,2,247,Stanford
Darrin Strey,6-7 ,300,OT,Paw Paw,Paw Paw,MI,0.8921,446,33,6,247,Stanford
Austin Pay,6-7 ,295,OT,Lone Peak,American Fork,UT,0.8842,558,42,5,247,Stanford
Rowan Byrne,6-6 ,297,OT,Iona Preparatory School,New Rochelle,NY,0.8825,588,48,2,247,Stanford
Nolan Davenport,6-6 ,260,OT,Washington,Massillon,OH,0.875,773,56,30,247,Stanford
Brian Tapu,6-7 ,295,OT,West,Salt Lake City,UT,0.8744,784,58,9,247,Stanford
Emeka Ugorji,6-4 ,275,OT,South Oak Cliff,Dallas,TX,0.8642,1140,82,172,247,Stanford
Siosiua Vete,6-6 ,280,OT,Oakland,Oakland,CA,0.8633,1182,86,85,247,Stanford
Alai Kalaniuvalu,6-4 ,300,IOL,Bishop Gorman,Las Vegas,NV,0.9471,108,6,2,247,Stanford
Seuseu Alofaituli,6-3 ,280,IOL,Bishop Gorman,Las Vegas,NV,0.9437,123,8,3,247,Stanford
Connor Carty,6-4 ,290,IOL,Prosper,Prosper,TX,0.8906,467,32,69,247,Stanford
Darius Afalava,6-5 ,320,IOL,Skyridge,Lehi,UT,0.8858,536,37,4,247,Stanford
Josh Williams,6-4 ,300,IOL,The Haverford School,Haverford,PA,0.8811,614,43,15,247,Stanford
Drew Hill,6-3 ,286,IOL,Centennial,Corona,CA,0.8639,1152,83,83,247,Stanford
Vaea Ikakoula,6-3 ,315,IOL,West,Salt Lake City,UT,0.8556,1485,119,18,247,Stanford
Justin Hill,6-3 ,220,Edge,Winton Woods,Cincinnati,OH,0.9691,60,6,3,247,Stanford
Bryce Davis,6-3 ,260,Edge,Grimsley,Greensboro,NC,0.9636,73,7,3,247,Stanford
Marco Jones,6-5 ,245,Edge,San Ramon Valley,Danville,CA,0.9379,142,15,12,247,Stanford
Julius Holly,6-3 ,230,Edge,Alpharetta,Alpharetta,GA,0.895,401,35,54,247,Stanford
Gabe Kaminski,6-3 ,215,Edge,Nazareth Academy,La Grange Park,IL,0.8842,558,41,15,247,Stanford
Nusi Taumoepeau,6-3 ,225,Edge,Westlake,Saratoga Springs,UT,0.8832,579,61,6,247,Stanford
Isaiah Campbell,6-4 ,280,DL,Southern,Durham,NC,0.97,34,6,2,247,Stanford
Jalen Wiggins,6-4.5 ,255,DL,Rickards,Tallahassee,FL,0.92,192,20,20,247,Stanford
Christian Garrett,6-3.5 ,285,DL,Prince Avenue Christian School,Bogart,GA,0.92,206,21,29,247,Stanford
Kade Pietrzak,6-4 ,250,DL,Sheyenne,West Fargo,ND,0.89,NA,54,1,247,Stanford
Landon Rink,6-2 ,280,DL,Cy-Fair,Cypress,TX,0.89,NA,60,72,247,Stanford
Austin Alexander,6-3 ,243,DL,Cooper,Union,KY,0.88,NA,66,6,247,Stanford
Gordy Sulfsted,6-5 ,240,DL,St. Xavier,Cincinnati,OH,0.88,NA,73,27,247,Stanford
Kole Briehler,6-2 ,265,DL,Hun School,Princeton,NJ,0.88,NA,81,23,247,Stanford
Adam Shovlin,6-4 ,250,DL,The Lawrenceville School,Lawrenceville,NJ,0.87,NA,103,29,247,Stanford
Kelepi Vete,6-5 ,250,DL,Oakland,Oakland,CA,0.85,NA,178,134,247,Stanford
Madden Faraimo,6-3 ,230,LB,JSerra Catholic,San Juan Capistrano,CA,0.95,86,4,6,247,Stanford
Noah Mikhail,6-2.5 ,225,LB,Bonita,La Verne,CA,0.94,129,9,10,247,Stanford
Zaydrius Rainey-Sale,6-2 ,220,LB,Bethel,Spanaway,WA,0.94,140,11,1,247,Stanford
Mason Posa,6-3 ,210,LB,La Cueva,Albuquerque,NM,0.93,171,15,2,247,Stanford
Gavin Nix,6-0 ,225,LB,IMG Academy,Bradenton,FL,0.91,226,20,25,247,Stanford
Cyrus Polu,6-2 ,205,LB,Desert HIlls,Saint George,UT,0.91,234,23,4,247,Stanford
Nathaniel Owusu-Boateng,6-0.5 ,205,LB,IMG Academy,Bradenton,FL,0.9,NA,32,33,247,Stanford
Alex Tatsch,6-2 ,213,LB,Greater Latrobe,Latrobe,PA,0.89,NA,58,13,247,Stanford
Landon McComber,6-2 ,210,LB,Bishop Gorman,Las Vegas,NV,0.89,NA,60,7,247,Stanford
Mickey Vaccarello,6-4 ,210,LB,Peters Township,Canonsburg,PA,0.88,NA,74,16,247,Stanford
Kelvion Riggins,5-11.5 ,205,LB,Forney,Forney,TX,0.88,NA,91,109,247,Stanford
Mantrez Walker,6-1 ,225,LB,Buford,Buford,GA,0.87,NA,97,96,247,Stanford
JJ Shelton,6-0.5 ,200,LB,South Oak Cliff,Dallas,TX,0.87,NA,103,133,247,Stanford
Na'eem Offord,6-1 ,185,CB,Parker,Birmingham,AL,0.98,17,3,1,247,Stanford
Kade Phillips,6-0.5 ,185,CB,Hightower,Missouri City,TX,0.98,23,4,8,247,Stanford
Chuck McDonald,6-0.5 ,190,CB,Mater Dei,Santa Ana,CA,0.96,45,7,4,247,Stanford
Dalen Penson,5-10 ,165,CB,Sandy Creek,Tyrone,GA,0.96,68,1,12,247,Stanford
Trystan Haynes,6-2 ,175,CB,Carl Albert,Oklahoma City,OK,0.95,100,13,1,247,Stanford
Blake Woodby,5-10.5 ,175,CB,St. Frances Academy,Baltimore,MD,0.92,181,23,6,247,Stanford
Jae'on Young,5-11.5 ,167,CB,Sierra Canyon,Chatsworth,CA,0.91,NA,28,25,247,Stanford
Jahmir Joseph,6-0 ,185,CB,St. Joseph Regional,Montvale,NJ,0.9,NA,29,6,247,Stanford
Dominick Kelly,6-1 ,175,CB,IMG Academy,Bradenton,FL,0.9,NA,37,39,247,Stanford
Onis Konanbanny,6-1 ,180,CB,Heathwood Hall Episcopal School,Columbia,SC,0.89,NA,53,11,247,Stanford
Lonnie McAllister,5-11 ,170,CB,Gonzaga College,Washington,DC,0.88,NA,60,4,247,Stanford
Chris Garland,6-1 ,180,CB,Buford,Buford,GA,0.86,NA,108,134,247,Stanford
Marquet Dorsey Jr.,6-1 ,180,CB,Don Bosco Prep,Ramsey,NJ,0.86,NA,117,37,247,Stanford
Tavius Horne,5-11 ,160,CB,Atlantic,Delray Beach,FL,0.85,NA,148,199,247,Stanford
Braxton Winston,5-11 ,165,CB,Providence Day School,Charlotte,NC,0.85,NA,157,42,247,Stanford
Kainoa Winston,5-10 ,185,S,Gonzaga College,Washington,DC,0.94,130,10,1,247,Stanford
Jaylan Morgan,6-0 ,180,S,Rockvale,Rockvale,TN,0.9,NA,29,10,247,Stanford
CJ Jimcoily,6-3 ,205,S,Lipscomb Academy,Nashville,TN,0.9,NA,37,11,247,Stanford
Micah Rice,6-2 ,185,S,North Oldham,Goshen,KY,0.87,NA,96,9,247,Stanford
Omari Gaines,6-2 ,175,S,Malcolm X Shabazz,Newark,NJ,0.86,NA,117,34,247,Stanford
Donte Utu,6-1 ,170,S,Punahou,Honolulu,HI,0.86,NA,137,15,247,Stanford
Elgin Sessions,5-11 ,175,S,Dutch Fork,Irmo,SC,0.86,NA,138,29,247,Stanford
Vernell Brown III,5-11 ,170,ATH,Jones,Orlando,FL,0.97,35,5,3,247,Stanford
Dominik Hulak,6-3 ,225,ATH,Immaculate Conception,Elmhurst,IL,0.89,NA,40,8,247,Stanford
Jamarion Morrow,5-9 ,180,ATH,Melrose,Memphis,TN,0.89,NA,32,15,247,Stanford
Mandrell Desir,6-3.5 ,240,ATH,Norland,Miami,FL,0.88,NA,52,80,247,Stanford
Christian Neptune,5-11 ,180,ATH,Tate,Cantonment,FL,0.88,NA,40,82,247,Stanford
Deuce Weston,5-10 ,180,ATH,Wilson,Long Beach,CA,0.87,NA,60,79,247,Stanford
Blake Bryce,6-5 ,228,ATH,Newbury Park,Newbury Park,CA,0.86,NA,73,107,247,Stanford
Liam Thorpe,6-0 ,175,ATH,Hun School,Princeton,NJ,0.86,NA,107,39,247,Stanford
London Bironas,5-11 ,180,K,Brentwood Academy,Brentwood,TN,0.81,NA,5,85,247,Stanford
Bryce Underwood,6-3.5 ,205,QB,Belleville,Belleville,MI,0.9998,1,1,1,247,Pittsburgh
Tavien St. Clair,6-4 ,225,QB,Bellefontaine,Bellefontaine,OH,0.9968,7,3,1,247,Pittsburgh
Husan Longstreet,6-1.5 ,195,QB,Centennial,Corona,CA,0.9868,25,4,2,247,Pittsburgh
Julian Lewis,6-0.5 ,185,QB,Carrollton,Carrollton,GA,0.9762,50,6,7,247,Pittsburgh
Matt Zollers,6-3.5 ,205,QB,Spring-Ford,Royersford,PA,0.9527,93,9,2,247,Pittsburgh
Ryan Montgomery,6-3 ,215,QB,Findlay,Findlay,OH,0.9408,131,12,5,247,Pittsburgh
George MacIntyre,6-5.5 ,190,QB,Brentwood Academy,Brentwood,TN,0.9355,150,13,2,247,Pittsburgh
Antwann Hill,6-4.5 ,220,QB,Houston County,Warner Robins,GA,0.9272,186,15,26,247,Pittsburgh
Brady Hart,6-4 ,180,QB,Cocoa,Cocoa,FL,0.9254,194,17,29,247,Pittsburgh
Luke Nickel,6-2 ,205,QB,Milton,Alpharetta,GA,0.9171,229,19,30,247,Pittsburgh
Tramell Jones Jr.,6-0 ,196,QB,Mandarin,Jacksonville,FL,0.9146,244,21,39,247,Pittsburgh
Madden Iamaleava,6-2 ,200,QB,Long Beach Poly,Long Beach,CA,0.9105,271,22,22,247,Pittsburgh
Blake Hebert,6-3 ,215,QB,Brunswick School,Greenwich,CT,0.8968,384,26,2,247,Pittsburgh
Kevin Sperry,6-1 ,200,QB,Guyer,Denton,TX,0.8939,418,27,57,247,Pittsburgh
Grayson Wilson,6-3 ,205,QB,Conway,Conway,AR,0.888,508,33,4,247,Pittsburgh
Dash Beierly,6-1 ,215,QB,Mater Dei,Santa Ana,CA,0.8853,540,34,40,247,Pittsburgh
Chris Denson,6-1.5 ,175,QB,Plant City,Plant City,FL,0.8814,613,35,78,247,Pittsburgh
Grady Adamson,6-1 ,218,QB,Deer Creek,Edmond,OK,0.8794,655,38,11,247,Pittsburgh
Mason Heintschel,6-2 ,200,QB,Clay,Oregon,OH,0.8772,710,44,27,247,Pittsburgh
Wyatt Becker,6-1.5 ,180,QB,Sierra Canyon,Chatsworth,CA,0.8769,717,45,57,247,Pittsburgh
Mason Mims,6-2.5 ,210,QB,Oxford,Oxford,AL,0.8769,717,45,32,247,Pittsburgh
Stone Saunders,6-1 ,205,QB,Bishop McDevitt,Harrisburg,PA,0.8767,726,47,17,247,Pittsburgh
Jershaun Newton,6-0 ,205,QB,Clearwater Central Catholic,Clearwater,FL,0.8758,748,43,91,247,Pittsburgh
Bekkem Kritza,6-5 ,198,QB,Chaminade-Madonna,Hollywood,FL,0.8744,784,51,97,247,Pittsburgh
Leo Hannan,6-4 ,210,QB,Servite,Anaheim,CA,0.8706,913,54,67,247,Pittsburgh
Michael Tollefson,6-1 ,195,QB,Tustin,Tustin,CA,0.8664,1055,60,76,247,Pittsburgh
Max Gerlich,6-3 ,190,QB,Anderson,Austin,TX,0.8658,1071,63,158,247,Pittsburgh
Kelden Ryan,6-1.5 ,200,QB,DeSoto,DeSoto,TX,0.8656,1086,66,160,247,Pittsburgh
Emile Picarella,6-1.5 ,210,QB,University Lab,Baton Rouge,LA,0.8628,1219,74,39,247,Pittsburgh
Locklan Hewlett,6-1 ,175,QB,St. Augustine,Saint Augustine,FL,0.8622,1233,75,157,247,Pittsburgh
Charlie Johnston,6-5 ,200,QB,Moody,Moody,AL,0.8597,1332,80,45,247,Pittsburgh
Shawn Lee Jr.,5-10 ,170,QB,Harrisburg,Harrisburg,PA,0.8592,1341,87,23,247,Pittsburgh
Sean Ashenfelder,6-1.5 ,195,QB,Creekside,Saint Augustine,FL,0.8572,1421,84,182,247,Pittsburgh
JT Kitna,6-2 ,215,QB,Lakota East,Middletown,OH,0.8572,1421,84,59,247,Pittsburgh
Deante Ruffin,6-2 ,215,QB,Winslow Township,Atco,NJ,0.8506,1660,96,44,247,Pittsburgh
Jax Brown,6-2 ,195,QB,Weiss,Pflugerville,TX,0.8467,1787,103,259,247,Pittsburgh
Cibastian Broughton,5-10.5 ,165,QB,Fleming Island,Orange Park,FL,0.8358,2071,135,248,247,Pittsburgh
Lawrence Wells,6-3 ,180,QB,Brighton,Brighton,MI,0.8342,2112,138,47,247,Pittsburgh
Roy Thomas Jenkins,6-3 ,186,QB,St. Thomas,Houston,TX,NA,NA,NA,NA,247,Pittsburgh
Landon Walker,5-10 ,175,QB,Woodward Academy,Atlanta,GA,NA,NA,NA,NA,247,Pittsburgh
Christian Nunley,6-3 ,190,QB,Conroe,Conroe,TX,NA,NA,NA,NA,247,Pittsburgh
Ousmane Kromah,6-0 ,205,RB,Lee County,Leesburg,GA,0.9622,76,4,10,247,Pittsburgh
Girard Pringle Jr.,5-10 ,182,RB,Armwood,Seffner,FL,0.9359,148,7,24,247,Pittsburgh
Marquise Davis,6-0 ,210,RB,Cleveland Heights,Cleveland,OH,0.9319,161,11,7,247,Pittsburgh
Jordon Davison,6-0 ,216,RB,Mater Dei,Santa Ana,CA,0.9299,171,12,14,247,Pittsburgh
Byron Louis,5-11 ,200,RB,American Heritage,Fort Lauderdale,FL,0.9253,196,15,30,247,Pittsburgh
Michael Turner,5-11.5 ,200,RB,Richland,North Richland Hills,TX,0.9077,280,18,39,247,Pittsburgh
Jabree Wallace-Coleman,6-0 ,205,RB,Imhotep Institute,Philadelphia,PA,0.9061,294,21,6,247,Pittsburgh
Jeff Overton,5-10.5 ,192,RB,Hayfield,Quantico,VA,0.8935,419,31,10,247,Pittsburgh
Tiqwai Hayes,5-10 ,185,RB,Aliquippa,Aliquippa,PA,0.8933,426,32,13,247,Pittsburgh
Nate Sheppard,5-10 ,180,RB,Mandeville,Mandeville,LA,0.8925,436,33,17,247,Pittsburgh
Dramekco Green,5-11.5 ,190,RB,Conroe,Conroe,TX,0.8918,451,35,65,247,Pittsburgh
Jaquel Holman,6-1 ,193,RB,Blackville-Hilda,Blackville,SC,0.8905,468,24,10,247,Pittsburgh
Donovan Johnson,6-0 ,205,RB,IMG Academy,Bradenton,FL,0.89,474,38,63,247,Pittsburgh
